gene_name	chr	bp
ATP2B2	3	10477572
ATP2B2-IT1	3	10570375
ATP2B2-IT2	3	10629307
LINC00606	3	10764213
SLC6A11	3	10816228
SLC6A1	3	10992799
SLC6A1-AS1	3	11019224
HRH1	3	11190678
CHCHD4P4	3	11234582
ATG7	3	11272419
RPL13AP27	3	11290663
CSTBP1	3	11529755
VGLL4	3	11715065
TAMM41	3	11846864
FANCD2P2	3	11859674
CYCSP12	3	11879129
NUP210P2	3	11900011
MARK2P14	3	11906527
RN7SL147P	3	11953085
ACTG1P12	3	12070195
SYN2	3	12110057
TIMP4	3	12158899
MTCO1P5	3	12165642
GSTM5P1	3	12258460
PPARG	3	12288742
PFDN1P1	3	12328003
TSEN2	3	12484511
RNA5SP123	3	12511213
RNU6-377P	3	12514706
MKRN2OS	3	12552436
MKRN2	3	12557088
RAF1	3	12663886
CRIP1P1	3	12673699
TMEM40	3	12742517
KRT18P17	3	12788671
CAND2	3	12796672
SNORA7A	3	12840450
RPL32	3	12841538
IFT122P1	3	12850659
LINC02022	3	12884936
IQSEC1	3	13005413
RPL39P17	3	13053122
NUP210	3	13420256
PRR3P1	3	13460889
HDAC11-AS1	3	13480095
HDAC11	3	13480331
FBLN2	3	13549181
LINC00620	3	13687659
WNT7A	3	13877220
VN1R20P	3	13926813
FGD5P1	3	13934255
TPRXL	3	13937391
VN1R21P	3	14089871
CHCHD4	3	14124870
TMEM43	3	14125023
XPC-AS1	3	14145418
XPC	3	14178600
LSM3	3	14178817
LINC01267	3	14362216
RNA5SP124	3	14394648
SLC6A6	3	14402625
RNU6-905P	3	14531088
GRIP2	3	14540366
RHBDF1P1	3	14574792
LINC02922	3	14651496
CCDC174	3	14651768
C3orf20	3	14675179
FGD5	3	14810737
LINC02011	3	14811414
FGD5-AS1	3	14947523
NR2C2	3	14947705
MRPS25	3	15065281
RBSN	3	15099023
RPS24P10	3	15132208
RPS3AP53	3	15141380
COL6A4P1	3	15180961
CAPN7	3	15206248
SH3BP5-AS1	3	15256868
SH3BP5	3	15332586
RNU6-454P	3	15339749
HMGN2P7	3	15375645
METTL6	3	15427529
RNU6-1024P	3	15433216
EAF1	3	15434149
EAF1-AS1	3	15443477
MIR4270	3	15496308
RN7SL110P	3	15506905
COLQ	3	15521706
HACL1	3	15601572
BTD	3	15601762
MIR3134	3	15697371
RN7SL4P	3	15738515
ANKRD28	3	15776527
MIR563	3	15873771
IMPDH1P8	3	15878047
GALNT15	3	16174675
DPH3	3	16264913
OXNAD1	3	16265213
THAP5P2	3	16276632
RFTN1	3	16512979
LINC00690	3	16527813
DAZL	3	16605423
CDYLP1	3	16694202
PLCL2	3	16884955
MIR3714	3	16933196
PLCL2-AS1	3	17050168
RBISP6	3	17333126
RPL31P19	3	17465150
RNU7-10P	3	17664963
NPEPPSP2	3	17706233
TBC1D5	3	17742588
BALR6	3	17860922
PP1P	3	17872598
PDCL3P3	3	17878169
SATB1	3	18425301
SATB1-AS1	3	18516077
RAD23BP1	3	18538673
RNU6-138P	3	18955049
KCNH8	3	19148522
MIR4791	3	19314931
EFHB	3	19934217
HSPA8P18	3	19943310
RAB5A	3	19947379
RNU4-85P	3	19996803
SAP18P3	3	20008247
PP2D1	3	20012264
RPL39P18	3	20012452
KAT2B	3	20040572
MIR3135A	3	20137565
SGO1	3	20186224
SGO1-AS1	3	20186545
RNU6-822P	3	20269070
RNU6-815P	3	20507756
VENTXP7	3	21405737
ZNF385D-AS1	3	21542802
ZNF385D	3	21751402
ZNF385D-AS2	3	21949851
HMGB1P5	3	22381819
FCRL4P1	3	22670711
RRBP1P2	3	22812047
RANP7	3	22904135
SALL4P5	3	22989823
RPL24P7	3	23134372
UBE2E2-DT	3	23202748
UBE2E2	3	23203244
C11orf98P3	3	23389909
RNU6-922P	3	23613759
RNU6-788P	3	23641592
UBE2E1-AS1	3	23806905
UBE2E1	3	23807042
ARL4AP4	3	23879498
NKIRAS1	3	23916966
RPL15	3	23917138
NR1D2	3	23945340
NPM1P23	3	24097360
LINC00691	3	24103230
THRB-AS2	3	24137860
RPL31P20	3	24430748
THRB-IT1	3	24459434
THRB	3	24494841
THRB-AS1	3	24495903
EIF3KP2	3	24555834
RN7SL216P	3	25020463
RNA5SP125	3	25025007
CFL1P7	3	25324174
RNA5SP126	3	25352392
RARB-AS1	3	25384936
RARB	3	25428137
H3P10	3	25441502
TOP2B	3	25622380
MIR4442	3	25664939
CRIP1P2	3	25686896
RPL32P11	3	25749488
TAF9BP1	3	25754925
NGLY1	3	25783438
OXSM	3	25788700
LINC00692	3	25873730
RPEP2	3	26015669
HMGB3P12	3	26216322
VENTXP4	3	26347638
LRRC3B-AS1	3	26622828
LRRC3B	3	26624081
MICOS10P3	3	27215018
RNU6-342P	3	27265683
NEK10	3	27369196
RPS20P15	3	27462506
SLC4A7	3	27484382
UBA52P4	3	27486247
RNU1-96P	3	27513871
RPS27P11	3	27624456
TPM4P2	3	27632976
KIAA1143P2	3	27703568
LINC02084	3	27712719
EOMES	3	27722498
LINC01980	3	27797974
LINC01981	3	27834109
LINC01967	3	28059648
CMC1	3	28241638
AZI2	3	28348625
ZCWPW2	3	28349162
CIAO2AP1	3	28428444
RPL34P11	3	28447725
MESTP4	3	29087396
RBMS3-AS3	3	29280031
RBMS3	3	29281064
RPS12P5	3	29390848
RBMS3-AS2	3	29642782
MTND4LP9	3	29797825
RBMS3-AS1	3	29934156
LINC01985	3	30518847
TGFBR2	3	30606593
KLHL25P1	3	30626797
GADL1	3	30894704
MIR466	3	31161787
CNN2P6	3	31182650
RNA5SP127	3	31228715
H3P11	3	31269007
THRAP3P1	3	31452832
STT3B	3	31532703
OSBPL10-AS1	3	31704217
ZNF587P1	3	31794470
OSBPL10	3	31939918
ZNF860	3	31981758
RPL21P40	3	32030196
NIFKP7	3	32066611
GPD1L	3	32106646
RPL21P137	3	32151895
RPSAP11	3	32190747
CMTM8	3	32238220
SMIM11P2	3	32244018
KRT18P15	3	32258940
CMTM7	3	32391882
CMTM6	3	32502821
MIR548AY	3	32506389
RPL31P18	3	32507955
DYNC1LI1	3	32570799
POLE4P1	3	32593312
IGBP1P3	3	32621902
RPL30P4	3	32635554
CNOT10	3	32685270
CNOT10-AS1	3	32737454
SUGT1P2	3	32752910
RPL23AP43	3	32785646
TRIM71	3	32817820
CCR4	3	32951644
SEC13P1	3	33033863
SUMO2P10	3	33077204
GLB1	3	33096792
TMPPE	3	33096973
RN7SL296P	3	33103008
CRTAP	3	33114037
SUSD5	3	33218801
FBXL2	3	33277476
RNU7-110P	3	33414150
UBP1	3	33428415
RNA5SP128	3	33492098
COX6CP10	3	33554636
CLASP2	3	33659106
SDAD1P3	3	33771963
PDCD6IP-DT	3	33798246
PDCD6IP	3	33798644
LINC01811	3	34208946
FECHP1	3	34872641
KRT8P18	3	35217149
RNU6-243P	3	35256946
ARPP21-AS1	3	35651961
ARPP21	3	35679625
MIR128-2	3	35744476
RPL36AP17	3	35871866
RFC3P1	3	36170448
STAC	3	36380516
NBPF21P	3	36637457
RN7SKP227	3	36685040
DCLK3	3	36752171
HSPD1P6	3	36768799
LINC02033	3	36821965
CBX3P10	3	36880729
TRANK1	3	36908518
RNU6ATAC4P	3	36968316
PRADC1P1	3	36976316
EPM2AIP1	3	36992940
MLH1	3	36993536
RPL29P11	3	37017014
UBE2D3P2	3	37134658
RNU6-1301P	3	37140327
UBE2FP1	3	37143958
LRRFIP2	3	37176284
RPS16P4	3	37196204
GOLGA4	3	37243263
GOLGA4-AS1	3	37244202
TCEA1P2	3	37275693
RNA5SP129	3	37341649
APRG1	3	37399162
ITGA9	3	37452151
RNU7-73P	3	37573213
RPL21P135	3	37748110
NDUFAF4P3	3	37790445
ITGA9-AS1	3	37861728
CTDSPL	3	37862169
MIR26A1	3	37969404
VILL	3	37990777
PLCD1	3	38024787
PPP2R2DP1	3	38051759
DLEC1	3	38062746
ACAA1	3	38137096
MYD88	3	38138661
OXSR1	3	38165543
SLC22A13	3	38265906
CDC42P7	3	38270767
RNU6-235P	3	38303879
SLC22A14	3	38305174
DLEC1P1	3	38329070
XYLB	3	38346796
ACVR2B	3	38454123
ACVR2B-AS1	3	38454820
EXOG	3	38496353
DDTP1	3	38515830
RPL18AP7	3	38527325
SCN5A	3	38645760
SCN10A	3	38816217
RNU6-1227P	3	39025987
SCN11A	3	39051942
WDR48	3	39052020
GORASP1	3	39107614
TTC21A	3	39107741
MIR6822	3	39138206
CSRNP1	3	39153651
XIRP1	3	39192596
DSTNP4	3	39214199
CX3CR1	3	39281353
ADAD1P1	3	39285985
CCR8	3	39329741
HNRNPA1P21	3	39334979
CENPPP1	3	39338879
EEF1A1P24	3	39358545
SLC25A38	3	39383408
RPSA	3	39406986
SNORA6	3	39408389
SNORA62	3	39411054
MOBP	3	39473633
NFU1P1	3	39643638
MYRIP	3	39809832
RNU4-56P	3	39970125
RN7SL411P	3	40209005
ENTPD3-AS1	3	40309540
EIF1B	3	40309774
PGAM1P3	3	40323279
ENTPD3	3	40387217
RPL14	3	40457363
ZNF619	3	40477157
RNU5B-2P	3	40499003
ZNF620	3	40506040
ZNF621	3	40524983
RPL5P10	3	40587428
EEF1GP3	3	40597494
HMGN2P24	3	40699338
RPS27P4	3	40761545
MRPS31P1	3	41189041
CTNNB1	3	41199504
RN7SKP58	3	41766919
ATP6V0E1P2	3	41859594
RPL36P20	3	41955445
ULK4	3	41962066
GEMIN2P2	3	41977008
RPL7AP83	3	42051694
TPMTP2	3	42146371
TRAK1	3	42149235
RNU4-78P	3	42221840
CCK	3	42264763
SALL4P6	3	42321005
EIF4BP4	3	42340588
LYZL4	3	42410558
RPL35AP8	3	42469640
VIPR1	3	42502619
VIPR1-AS1	3	42532056
SEC22C	3	42581967
SS18L2	3	42590857
NKTR	3	42600730
ZBTB47	3	42654304
ZBTB47-AS1	3	42654388
RN7SL567P	3	42676491
KLHL40	3	42685536
HHATL-AS1	3	42702653
HHATL	3	42702670
CCDC13-AS1	3	42732575
CCDC13	3	42757120
CCDC13-AS2	3	42770592
HIGD1A	3	42804435
ACKR2	3	42809472
CYP8B1	3	42875888
HNRNPA1P22	3	42889361
ZNF662	3	42906157
KRBOX1-AS1	3	42936785
KRBOX1	3	42936862
GASK1A	3	42979322
POMGNT2	3	43105858
SNRK	3	43286582
RN7SL517P	3	43314951
SNRK-AS1	3	43352057
RPL18AP9	3	43485880
ANO10	3	43622000
ABHD5	3	43690938
RNU6-367P	3	44071087
MIR138-1	3	44114212
TOPAZ1	3	44241886
TCAIM	3	44338763
C3orf86P	3	44421811
LINC01988	3	44426040
ZNF445	3	44477659
ZNF852	3	44503110
EI24P3	3	44525805
ZKSCAN7	3	44555217
MPRIPP1	3	44581026
ZNF660	3	44584964
ZNF197	3	44625028
ZNF35	3	44648742
ZKSCAN7-AS1	3	44685647
SOCS5P3	3	44710886
ZNF502	3	44712668
ZNF501	3	44729624
KIAA1143	3	44761619
KIF15	3	44761814
MIR564	3	44861888
TMEM42	3	44861900
TGM4	3	44874635
RPL12P44	3	44937673
ZDHHC3	3	44976152
EXOSC7	3	44976252
CLEC3B	3	45026241
RNU5B-3P	3	45034588
CDCP1	3	45146391
RPS24P8	3	45160175
TMEM158	3	45226287
LARS2	3	45388576
LARS2-AS1	3	45509377
LIMD1	3	45594684
LIMD1-AS1	3	45689134
SACM1L	3	45689401
RN7SL145P	3	45742675
SLC6A20	3	45796480
LZTFL1	3	45842131
SDHDP4	3	45884113
CCR9	3	45886543
CXCR6	3	45943552
FYCO1	3	45985683
NRBF2P2	3	46023296
XCR1	3	46027487
FLT1P1	3	46143677
CCR1	3	46208313
CCR3	3	46242381
UQCRC2P1	3	46311922
CCR2	3	46354124
CCR5	3	46371808
CCR5AS	3	46407073
CCRL2	3	46407558
LINC02009	3	46423175
LTF	3	46464887
RTP3	3	46496293
LRRC2-AS1	3	46551747
LRRC2	3	46566524
CRIPTO	3	46577681
FAM240A	3	46612525
ALS2CL	3	46693679
TMIE	3	46701392
PRSS50	3	46717869
PRSS46P	3	46736408
PRSS45P	3	46750891
PRSS43P	3	46756816
PRSS44P	3	46812486
PRSS42P	3	46834095
MYL3	3	46867626
PTH1R	3	46882254
BLVRBP1	3	46918935
CCDC12	3	46976759
NBEAL2	3	47003927
NRADDP	3	47011542
MRPL57P3	3	47028855
SETD2	3	47122799
KIF9-AS1	3	47164346
SNORD13P3	3	47250626
KIF9	3	47282595
KLHL18	3	47282945
PTPN23	3	47381046
PTPN23-DT	3	47381620
SPMIP3P1	3	47469777
SCAP	3	47475820
BOLA2P2	3	47499841
ELP6	3	47513390
RN7SL870P	3	47560524
CSPG5	3	47578869
HIGD2AP2	3	47663626
SMARCC1	3	47781891
DHX30	3	47803154
MIR1226	3	47849555
VPS26BP1	3	47961081
RPS27P30	3	48039267
MAP4	3	48088843
RN7SL664P	3	48095105
RPL17P16	3	48121215
SNRPFP4	3	48161176
RNU7-128P	3	48180328
NDUFB1P1	3	48181547
CDC25A	3	48188356
MIR4443	3	48196564
CAMP	3	48223421
ZNF589	3	48241106
MRPS18AP1	3	48256938
FCF1P2	3	48291375
NME6	3	48301367
MIR2115	3	48316459
SPINK8	3	48331007
FBXW12	3	48372275
RN7SL321P	3	48379834
PLXNB1	3	48429481
CCDC51	3	48440058
TMA7	3	48440256
ATRIP	3	48446741
TREX1	3	48466241
SHISA5	3	48504142
MIR6823	3	48550021
PFKFB4	3	48556842
UCN2	3	48563781
COL7A1	3	48570882
MIR711	3	48578977
UQCRC1	3	48609642
TMEM89	3	48621769
MIR6824	3	48633698
SLC26A6	3	48635423
CELSR3	3	48643930
MIR4793	3	48644280
LINC02585	3	48663865
NCKIPSD	3	48685898
IP6K2	3	48717206
PRKAR2A	3	48847547
PRKAR2A-AS1	3	48847940
SLC25A20	3	48898868
ARIH2	3	48918870
ARIH2OS	3	48919385
P4HTM	3	48990244
WDR6	3	49007399
DALRD3	3	49018577
MIR425	3	49020234
MIR191	3	49020709
NDUFAF3	3	49021651
IMPDH2	3	49029399
RN7SL182P	3	49083233
QRICH1	3	49094017
MIR6890	3	49099914
QARS1	3	49103880
USP19	3	49120812
LAMB2	3	49133010
LAMB2P1	3	49160851
CCDC71	3	49166322
KLHDC8B	3	49171625
CIMIP7	3	49191822
IHO1	3	49199483
GCSHP6	3	49252264
MIR4271	3	49274120
C3orf62	3	49277030
USP4	3	49340047
GPX1	3	49358325
RHOA-IT1	3	49367006
RHOA	3	49411992
TCTA	3	49412395
AMT	3	49422449
NICN1	3	49429297
RNA5SP130	3	49467228
DAG1	3	49470289
BSN-DT	3	49554348
BSN	3	49598753
BSN-AS1	3	49641769
APEH	3	49674375
MST1	3	49686861
RNF123	3	49689560
AMIGO3	3	49719684
GMPPB	3	49723951
COX6CP14	3	49758483
PHF5AP3	3	49775285
IP6K1	3	49786539
CDHR4	3	49793272
INKA1	3	49803250
MIR5193	3	49806245
UBA7	3	49813912
TRAIP	3	49856559
RN7SL217P	3	49863660
CAMKV	3	49869903
ACTL11P	3	49877305
MST1R	3	49903871
MON1A	3	49929822
RBM6	3	49940176
RBM5	3	50089563
RBM5-AS1	3	50100988
SEMA3F	3	50155350
SEMA3F-AS1	3	50156020
GNAT1	3	50192672
SLC38A3	3	50207454
MIR5787	3	50227436
GNAI2	3	50236204
LINC03143	3	50260302
SEMA3B	3	50268973
SEMA3B-AS1	3	50271560
MIR6872	3	50273236
LSMEM2	3	50279057
IFRD2	3	50292056
HYAL3	3	50298859
NAA80	3	50299003
HYAL1	3	50303600
HYAL2	3	50322744
TUSC2	3	50328223
RASSF1-AS1	3	50337505
RASSF1	3	50340838
ZMYND10-AS1	3	50341106
ZMYND10	3	50345683
NPRL2	3	50350775
CYB561D2	3	50350871
TMEM115	3	50359508
RNA5SP131	3	50419781
CACNA2D2	3	50503555
C3orf18	3	50567778
HEMK1	3	50569496
CISH	3	50611766
MAPKAPK3	3	50617116
LINC02019	3	50670340
DOCK3	3	50674937
MIR4787	3	50675080
PPIAP69	3	50685791
ZNF652P1	3	50788285
ST13P14	3	50877657
MANF	3	51385409
RBM15B	3	51391285
DCAF1	3	51500002
RAD54L2	3	51538739
RNU6ATAC29P	3	51611562
TEX264	3	51671254
RNA5SP132	3	51694582
GRM2	3	51707089
IQCF6	3	51779230
IQCF4P	3	51817970
IQCF3	3	51828651
IQCF2	3	51861622
RN7SL504P	3	51872178
IQCF5-AS1	3	51873596
IQCF5	3	51875601
IQCF1	3	51903344
RRP9	3	51941913
PARP3	3	51942971
GPR62	3	51955381
PCBP4	3	51967448
ABHD14B	3	51974043
ABHD14A	3	51975064
ABHD14A-ACY1	3	51975100
ACY1	3	51983530
RPL29	3	51995861
DUSP7	3	52056368
POC1A	3	52154423
ALDOAP1	3	52193170
ALAS1	3	52198133
TLR9	3	52225645
TWF2	3	52239131
TWF2-DT	3	52239250
PPM1M	3	52245898
MIRLET7G	3	52268361
WDR82	3	52278645
GLYCTK	3	52287831
MIR135A1	3	52294308
GLYCTK-AS1	3	52298936
PPP2R5CP	3	52373652
DNAH1	3	52384874
BAP1	3	52408047
PHF7	3	52411040
SEMA3G	3	52445083
TNNC1	3	52452834
NISCH	3	52464624
STAB1	3	52507961
NT5DC2	3	52533767
UQCC5	3	52534525
RNU6-856P	3	52551943
RNU6ATAC16P	3	52560570
PBRM1	3	52685866
GNL3	3	52686031
SNORD19	3	52689248
SNORD19B	3	52690744
SNORD19C	3	52691378
SNORD69	3	52692736
GLT8D1	3	52705773
SPCS1	3	52706103
AK3P7	3	52734735
AKTIPP1	3	52753526
NEK4	3	52770926
ITIH1	3	52779214
ITIH3	3	52798612
ITIH4-AS1	3	52823935
ITIH4	3	52830671
MUSTN1	3	52834967
STIMATE-MUSTN1	3	52842947
MIR8064	3	52846552
STIMATE	3	52897543
SFMBT1	3	53046031
SERBP1P3	3	53065091
RFT1	3	53130453
PRKCD	3	53161514
TKT	3	53255987
SNORD38C	3	53333128
DCP1A	3	53347540
RPS25P4	3	53475089
CACNA1D	3	53731029
CHDH	3	53846399
IL17RB	3	53846567
ACTR8	3	53881840
SELENOK	3	53891862
CABYRP1	3	54048793
CACNA2D3	3	54123479
RPS15P5	3	54626215
ESRG	3	54639884
CACNA2D3-AS1	3	54901256
LRTM1	3	54947573
LINC02017	3	55178172
LINC02030	3	55226908
WNT5A	3	55481393
WNT5A-AS1	3	55487699
ERC2-IT1	3	55659382
MIR3938	3	55852594
RN7SKP45	3	56072104
RNA5SP133	3	56185104
ERC2	3	56304323
CCDC66	3	56557220
TASOR	3	56666410
ARHGEF3	3	56928189
ARHGEF3-AS1	3	56940040
SPATA12	3	57062017
RPL19P2	3	57134142
IL17RD	3	57165351
HESX1	3	57199983
APPL1	3	57227791
ASB14	3	57285818
DNAH12	3	57333215
RNU6-1181P	3	57512450
RNF7P1	3	57520010
RPS8P5	3	57530967
RNU6-108P	3	57536358
RNU6-483P	3	57548838
ARF4	3	57597387
PDE12	3	57597661
RNU6ATAC26P	3	57619447
DENND6A	3	57692844
DENND6A-DT	3	57693179
SLMAP	3	57757236
PDHA1P1	3	57801448
PPIAP16	3	57941818
FLNB	3	58146678
FLNB-AS1	3	58167975
DNASE1L3	3	58211173
ABHD6	3	58238006
RPP14	3	58306286
HTD2	3	58306339
PXK	3	58332903
WDR53P1	3	58379525
PDHB	3	58433828
KCTD6	3	58492297
RPL27P9	3	58511310
ACOX2	3	58537165
FAM107A	3	58587079
FAM3D-AS1	3	58607086
FAM3D	3	58666774
CFAP20DC-AS1	3	58824465
CFAP20DC	3	59049875
CFAP20DC-DT	3	59065512
SNRPB2P1	3	59535863
MTERF1P1	3	60616822
MIR548BB	3	60617870
PPIAP70	3	60690719
TMED2P1	3	60730644
PPIAP71	3	60732636
FHIT	3	61251412
PTPRG	3	61561911
RPL10AP6	3	61743106
RNU2-10P	3	62118510
ID2B	3	62124608
PTPRG-AS1	3	62318947
CEP15	3	62319032
FEZF2	3	62373937
CADPS	3	62550501
RPL14P2	3	62779785
RN7SL863P	3	62796419
RNU6-139P	3	62814382
RPS10P10	3	62926371
LINC00698	3	63028223
KRT8P35	3	63097711
UBL5P3	3	63203448
SYNPR	3	63351429
RNA5SP134	3	63545440
SYNPR-AS1	3	63645591
SNTN	3	63652679
CDHR18P	3	63805093
C3orf49	3	63821310
THOC7-AS1	3	63860645
THOC7	3	63863786
ATXN7	3	63912258
SCAANT1	3	63912383
PSMD6-AS2	3	64004022
PSMD6-AS1	3	64011964
PSMD6	3	64023458
LINC00994	3	64087363
PRICKLE2-AS2	3	64103470
PRDX3P4	3	64174401
PRICKLE2-AS3	3	64187544
PRICKLE2	3	64268166
PRICKLE2-DT	3	64445267
RNU6-739P	3	64511755
ADAMTS9-AS1	3	64561721
ADAMTS9	3	64671327
ADAMTS9-AS2	3	64685106
LINC02040	3	65174941
MAGI1	3	65573617
ILF2P1	3	65687301
RPL17P17	3	65843890
MAGI1-AS1	3	65893816
MAGI1-IT1	3	65954558
SLC25A26	3	66221007
RNU6-787P	3	66293220
RN7SL482P	3	66323855
LRIG1	3	66501009
TCEAL8P1	3	66623102
RPL21P41	3	66637149
KBTBD8	3	66998616
MIR4272	3	67225464
NDUFB4P1	3	67513940
SUCLG2	3	67654610
SUCLG2-DT	3	67654729
TAFA1	3	68006230
COPS8P2	3	68145004
LCORLP1	3	68192398
RPLP0P8	3	68634356
PSMC1P1	3	68635705
RNA5SP135	3	68882967
TAFA4	3	68932557
EOGT	3	69013599
EOGT-DT	3	69014001
MIR3136	3	69049035
TMF1	3	69052265
UBA3	3	69080372
ARL6IP5	3	69085021
LMOD3	3	69122595
FRMD4B	3	69320968
RBM43P1	3	69472532
H1-8P1	3	69536693
MITF	3	69760714
RN7SL418P	3	69769773
SAMMSON	3	69999732
RNPC3P1	3	70126609
UQCRHP4	3	70140217
MDFIC2	3	70312638
COX6CP6	3	70751123
HMGB1P36	3	70753854
RNU6-281P	3	70808350
FOXP1-AS1	3	71289764
FOXP1	3	71306033
MIR1284	3	71542089
FOXP1-IT1	3	71574457
FOXP1-DT	3	71584070
EIF4E3	3	71728720
GPR27	3	71753855
PROK2	3	71785177
RN7SL271P	3	71827177
UBE2Q2P9	3	72006774
CCDC137P2	3	72085109
CCDC137P1	3	72086888
LINC00877	3	72100914
LINC00870	3	72152737
RYBP	3	72380494
RNU1-62P	3	72576691
MTCO3P47	3	72583370
RNA5SP136	3	72691811
U2SURPP1	3	72772539
SHQ1	3	72848430
PSMD12P1	3	72878102
LAPTM4BP2	3	72884234
GXYLT2	3	72908022
FTH1P23	3	72929044
PPP4R2	3	72996839
RNU7-19P	3	73027808
EBLN2	3	73061659
RNU6-557P	3	73092257
RNU2-64P	3	73110992
GPATCH11P1	3	73183291
RNU6-1270P	3	73241896
PDZRN3	3	73454268
RNU7-119P	3	73594002
PDZRN3-AS1	3	73623542
PRDX5P1	3	73648807
LINC02005	3	73813579
LINC02047	3	73999805
HSP90AB5P	3	74101349
AKR1B1P2	3	74135959
CNTN3	3	74614659
NIPA2P2	3	75084155
RN7SL294P	3	75183048
MIR4444-2	3	75214476
HNRNPA3P6	3	75214631
MYLKP1	3	75339071
OR7E66P	3	75348787
OR7E22P	3	75357501
OR7E55P	3	75371342
EVA1CP5	3	75391810
LSP1P2	3	75395188
ALG1L6P	3	75415070
FAM86DP	3	75435070
LINC02018	3	75435345
ENPP7P2	3	75491202
SNRPCP10	3	75521803
RPS3AP15	3	75542929
VPS51P4	3	75590649
OR7E121P	3	75599673
UNC93B3	3	75623849
RPL23AP49	3	75625153
CLUHP10	3	75629993
MIR1324	3	75630763
AGGF1P3	3	75654773
RARRES2P1	3	75658534
FRG2C	3	75664329
DUX4L26	3	75668931
LINC00960	3	75672391
MIR4273	3	75738280
ZNF717	3	75785558
CAP1P1	3	76434018
ROBO2	3	77040104
RNU6-386P	3	77092057
VDAC1P7	3	77317598
RNU6-217P	3	77811844
LINC02077	3	78048637
RN7SL647P	3	78115158
RN7SKP61	3	78161698
MRPS17P3	3	78525101
ROBO1	3	78715257
RPS12P6	3	78758974
RN7SL751P	3	78938292
MIR3923	3	79507887
HMGB1P38	3	79958142
OSBPL9P1	3	80163327
HNRNPA3P8	3	80216261
HYDINP1	3	80442081
LINC02050	3	80770605
LINC02027	3	80993862
RNU2-28P	3	81509476
SETP6	3	81612805
GBE1	3	81761575
LINC02008	3	82031985
RPL7AP23	3	82320279
CYP51A1P1	3	82808021
SRRM1P2	3	83937045
TMEM183AP5	3	84692591
LINC00971	3	84869628
LINC02025	3	84883460
CADM2	3	84959275
MIR5688	3	85385710
CADM2-AS2	3	85828050
THAP12P2	3	86012561
CADM2-AS1	3	86028007
RNU6-1129P	3	86235321
RN7SKP284	3	86362132
LINC02070	3	86481943
VGLL3	3	86991119
PPATP1	3	87052738
LINC00506	3	87089167
MIR4795	3	87226277
CHMP2B	3	87227312
POU1F1	3	87276523
KRT8P25	3	87323268
APOOP2	3	87594838
PSMC1P6	3	87631619
RNU6-873P	3	87742649
HTR1F	3	87792705
RNU6ATAC6P	3	87910220
CGGBP1	3	88059048
ZNF654	3	88059248
CBX5P1	3	88095968
C3orf38	3	88149973
ABCF2P1	3	88317156
CSNK2A2IP	3	88338460
NDUFA5P5	3	88601061
ICE2P2	3	88948142
GAPDHP50	3	89048434
EPHA3	3	89107633
MTCO2P6	3	89588570
MTCO1P6	3	89590097
RNU6-712P	3	90184634
PROS2P	3	90257415
HSPE1P19	3	90261708
RNU6-488P	3	93843764
PROS1	3	93973879
RNU6-511P	3	93977029
ARL13B	3	93980165
HMGN1P7	3	93988946
STX19	3	94028638
DHFR2	3	94062916
NSUN3	3	94063004
RBBP4P2	3	94077175
ARMC10P1	3	94507620
WDR82P1	3	94938024
LINC00879	3	94938255
RPS18P6	3	95171920
MTHFD2P1	3	95655838
HNRNPKP4	3	96349554
MIR8060	3	96359964
RBBP4P7	3	96566357
RNU6-1094P	3	96608917
RPL18AP8	3	96619304
RCC2P5	3	96753185
CDV3P1	3	96776945
EPHA6	3	97439610
TPTE2P7	3	97481506
ARL6	3	97764767
CRYBG3	3	97873111
RIOX2	3	97972412
GABRR3	3	98035309
OR5BM1P	3	98053374
OR5AC1	3	98064472
OR5AC2	3	98087173
OR5AC4P	3	98104754
POU5F1P7	3	98119191
OR5H1	3	98130721
OR5H14	3	98148402
OR5H15	3	98166696
OR5H5P	3	98197211
OR5H3P	3	98207423
OR5H4P	3	98222044
OR5H7P	3	98238352
OR5H6	3	98264244
OR5H2	3	98282505
OR5H8	3	98306752
OR5K4	3	98353854
OR5K3	3	98390666
UBFD1P1	3	98434034
OR5K1	3	98466340
OR5K2	3	98497681
CLDND1-AS1	3	98522570
CLDND1	3	98522896
RPL38P4	3	98525274
GPR15	3	98531978
CPOX	3	98593623
RPL19P7	3	98620065
WWP1P1	3	98657802
ST3GAL6-AS1	3	98732649
ST3GAL6	3	98732702
PDLIM1P4	3	98782188
RNU6-26P	3	98805084
DCBLD2	3	98901080
LINC00973	3	98902224
RNU6-1263P	3	98908459
ACTG1P13	3	99216266
ARHGEF28P1	3	99326552
COL8A1	3	99638595
FILIP1L	3	99876188
MIR3921	3	99964398
CMSS1	3	100114930
TMEM30CP	3	100185687
DUSP12P1	3	100223858
VTI1BP1	3	100225374
TBC1D23	3	100261000
NIT2	3	100334763
TOMM70	3	100401088
LNP1	3	100401593
TMEM45A	3	100492735
ADGRG7	3	100635540
GMFBP1	3	100665476
TFG	3	100709536
ABRAXAS1P1	3	100912175
RNU6-865P	3	100952627
ABI3BP	3	100993435
ACTR3P3	3	101163094
IMPG2	3	101320575
ZNF90P1	3	101357292
FAM136CP	3	101414228
BTF3P16	3	101457732
SENP7	3	101513205
ARB2BP	3	101521891
TRMT10C	3	101561954
